Rainmm,WindSpeedkmPerH,TemperatureDegreeCelcius,CloudCoverPercentage,Snowfallcm
0,14.3,3.7,0,0
0,14.3,4.2,0,0
0,14.5,4.8,0,0
0,13.7,4.5,0,0
0,15.8,3.3,0,0
0,16.5,1.6,0,0
0,16.8,0.9,0,0
0,17.7,0.5,81,0
0,17.5,-0.2,42,0
0,16.9,-0.6,9,0
0,16.9,-0.8,36,0
0,17.1,-0.3,6,0
0,15.5,-0.3,47,0
0,15.3,-0.2,62,0
0,15.2,0.1,91,0
0,14.3,0.2,98,0
0,14.4,0.3,100,0
0,13.7,0.9,100,0
0,13.4,1.3,100,0
0,13.2,1.5,100,0
0,14.2,1.6,100,0
0,14.8,1.7,100,0
0,13.5,1.9,100,0
0,13.9,2.7,100,0
0,13.7,3.2,100,0
0,13.5,4,100,0
0,15.3,4.7,100,0
0,16.2,3.5,100,0
0,16.6,3.2,100,0
0,16.2,3,100,0
0,15.8,3.2,100,0
0,14.2,2.9,100,0
0,14.8,2.5,100,0
0,14.8,2.4,100,0
0,13.2,2.2,100,0
0,11.9,2.2,100,0
0,11.6,2,100,0
0,11.4,1.9,100,0
0,11.3,1.9,100,0
0,13.3,3,100,0
0,13.9,3,100,0
0,14.8,2.9,100,0
0,14.5,2.3,100,0
0,13.2,2.2,100,0
0,15,2,100,0
0,14.1,2,100,0
0.2,12.3,2,100,0
0.6,12.4,2.2,100,0
0.4,10.7,2.3,100,0
0.5,9,2.5,100,0
0.5,8.1,2.7,100,0
0.7,17.9,2.3,100,0
0.1,14.9,2.2,100,0
0.1,13.4,2,97,0
0.1,12.5,1.5,87,0
0,10.1,0.6,97,0
0,12.5,0.6,96,0
0,11.1,0.2,100,0.07
0.1,8.2,0.2,100,0.07
0.3,8.5,0.2,100,0.07
0.1,9.1,0.2,100,0.07
0.2,10.9,0.2,100,0.14
0.1,10,0.2,100,0
0,11.1,0.6,100,0
0,11.2,0.6,100,0
0,10,0.3,100,0.07
0.1,12.3,0.4,100,0.07
0.1,15.8,0.4,100,0.07
0,15.1,0.1,100,0.07
0,11.9,-0.1,100,0.07
0.1,11.9,0,100,0.07
0,12.4,0.2,100,0.07
0,12.8,0.2,100,0.07
0,13.1,0.3,100,0.07
0,11.8,0.6,87,0.07
0.1,12.2,0.8,86,0
0,10.1,0.8,91,0
0,7.6,-0.1,98,0
0,9.4,-0.1,100,0
0,9.8,-0.2,100,0
0,7,-0.4,100,0
0,6.8,-0.4,100,0
0,6.7,-0.4,100,0
0,6,-0.3,100,0
0,4.8,-0.3,100,0
0,6.5,-0.6,100,0
0,7.6,-0.9,100,0
0,8.7,-0.9,100,0
0,7.8,-0.9,100,0
0,8.3,-1.1,100,0
0,8.6,-1.2,100,0
0,10,-1.4,100,0
0,12.3,-1.4,100,0
0,14.2,-1.1,99,0
0,15.4,-1,100,0
0,17.3,-0.9,100,0
0,19.8,-0.6,100,0
0,22.5,0.2,91,0
0,24.9,0.8,100,0
0,26.5,0.9,100,0
0,22.7,0.7,100,0
0,23.3,0.2,100,0
0,24.7,-0.1,100,0
0,25.9,0,100,0
0,23.6,0.2,100,0.07
0,20.7,0.1,100,0.14
0.3,21.5,-0.1,100,0.14
0.2,21.5,0.1,100,0
0.2,22,0.3,100,0
0.7,21.5,0.5,100,0
1.8,21.6,0.8,100,0
0.8,25.9,0.9,100,0
1.6,25.6,1.1,100,0
2.6,21.7,1.6,100,0
1.5,18.8,2,100,0
1.8,18.9,2.5,100,0
0.9,14.7,2.8,100,0
0.3,22.4,3.3,100,0
0.1,20.7,2.9,100,0
0.1,22,2.8,100,0
0.4,19.5,2.9,100,0
1.3,20.5,2.7,100,0
1.4,19.6,2.4,100,0
1.6,18.9,2.7,100,0
2.3,16.5,3,100,0
0.7,21.8,3.9,100,0
0.2,19.3,4,100,0
1.3,18.6,4.2,100,0
0.9,24.7,3.9,100,0
0.1,21.5,3.8,100,0
0.1,20.9,3.8,100,0
0.2,18,3.9,100,0
0.8,20.3,3.8,100,0
0.3,20,3.5,100,0
0.1,19.4,3.3,100,0
0.2,17.9,2.7,99,0
0,15.7,1.9,99,0
0,13.4,1.3,100,0
0,18.3,0.9,100,0
0,17.1,0.2,100,0
0,19.4,-0.1,100,0
0,21.9,0.4,100,0
0,24.3,0.9,100,0
0.4,24.7,1,100,0.07
0.2,24.6,1.5,100,0
0.3,23.7,1.8,100,0.14
0.9,21.3,1.3,100,0.28
0.8,18.3,1.9,100,0
0.7,18.9,1.7,100,0
0.8,19.5,1.6,100,0.07
0.5,18.1,1.6,100,0
0.4,17.1,1.9,100,0
0.1,15.2,2,100,0
0,14.3,2.2,100,0
0,14.4,2.5,100,0
0,16.9,2.7,100,0
0,18,3,100,0
0,18.4,2.9,100,0
0,16.4,2.6,89,0
0,14.8,2.3,88,0
0,15.1,2.5,80,0
0,15,2,83,0
0,14.2,1.7,84,0
0,13.6,1.5,81,0
0,12,1.3,67,0
0,9.7,0.9,29,0
0,9.4,1.2,87,0
0,7.6,2.8,64,0
0,6.8,4.8,43,0
0,7.8,5.3,15,0
0,8.1,5.8,4,0
0,7.8,5.4,86,0
0,10.5,3.8,91,0
0,10.8,2.4,100,0
0,14.9,2.2,100,0
0,16.3,2,100,0
0.1,18,2,100,0
0.2,17.3,1.5,100,0
0.2,16.3,0.9,100,0
0.1,15.3,0.4,100,0
0,17.7,-0.3,100,0
0,18.1,-0.6,100,0
0,16.9,-0.8,100,0
0,15.2,-0.2,100,0
0.1,18.1,-0.2,100,0
0,16.2,-0.2,100,0
0.1,14,-0.4,100,0.07
0,11.8,-0.4,100,0.42
0,13.3,0,100,0.7
0,14,0.5,100,1.26
0,17.1,0.5,100,0.35
0,17.7,0,100,0.07
0,15.1,0,100,0
0,15.5,-0.1,100,0
0,15.9,-0.1,100,0
0,14.6,0.1,100,0
0,14.3,-0.1,100,0
0.1,14.3,0.1,100,0
0.2,17,0.4,100,0
0.1,19,0.5,100,0
0.2,20.9,0.8,100,0
0.2,22.9,0.9,100,0.21
0.2,22.7,0.9,100,0.07
0.2,24,0.9,100,0
0.1,20.4,0.6,100,1.96
0.1,20.5,0.2,100,0.21
0.1,23.6,0,100,0
0,21.4,0.4,100,0
0,18.1,0.1,100,0
0,20.9,-0.2,100,0
0,22.3,-0.2,100,0
0,22.7,-0.1,100,0
0,22.3,-0.1,100,0
0,18.7,-0.2,100,0
0,17.3,-0.3,100,0
0,16.2,-0.4,100,0
0,14.6,-0.6,100,0
0,13.9,-0.4,100,0
0,12.3,-0.5,100,0
0,13,0,100,0
0,11.7,-0.3,100,0
0,9.9,-0.6,100,0
0,10.6,-0.7,100,0
0,8.9,-0.8,100,0
0,7.9,-0.8,100,0
0,6.3,-0.9,100,0
0,4.9,-0.9,100,0
0,4.1,-0.9,100,0
0,3.7,-0.9,100,0
0,4.1,-0.9,100,0
0,3.3,-1,100,0
0,3.2,-0.9,100,0
0,1.8,-0.8,100,0
0,2,-0.8,100,0
0,4,-0.9,100,0
0,5.2,-0.9,99,0
0,5.1,-1,99,0
0,4.6,-1,100,0
0,3.2,-1,100,0
0,3.8,-0.6,100,0
0,2.7,-0.2,100,0
0,0,0.1,100,0
0,3.1,0.6,66,0
0,2.9,0.8,90,0
0,3.6,0.8,99,0
0,4.5,0.1,100,0
0,4.6,-0.2,100,0
0,3.9,-0.6,100,0
0,3.1,-0.7,100,0
0,2.3,-0.9,100,0
0,3.4,-1,100,0
0,3.5,-1.2,100,0
0,3.9,-1.5,100,0
0,4,-1.8,100,0
0,2.3,-1.9,100,0
0,0.9,-1.9,100,0
0,0.9,-1.8,100,0
0,0.8,-1.6,100,0
0,0.6,-1.4,100,0
0,0.9,-1.4,100,0
0,1.4,-1.3,100,0
0,0.9,-1,100,0
0,2.5,-0.6,100,0
0,2.2,0.2,100,0
0,1.1,0.6,100,0
0,2,1,100,0
0,2.2,1.1,100,0
0,2.5,0.3,100,0
0,2.1,0.1,100,0
0,1,-0.2,100,0
0,1,-0.3,100,0
0,2.2,-0.4,100,0
0,1.8,-0.4,100,0
0,1.8,-0.6,100,0
0,2.8,-0.5,100,0
0,3.1,-0.5,100,0
0,2.3,-0.5,100,0
0,2.2,-0.7,100,0
0,2.7,-0.6,100,0
0,4.3,-0.6,100,0
0,4,-0.7,100,0
0,4.1,-0.7,100,0
0,5.7,-0.9,100,0
0,7.7,-1.1,100,0
0,8.3,-1.9,75,0
0,9.4,-2.5,86,0
0,10.6,-2.5,62,0
0,8.7,-1.1,8,0
0,7.4,0.3,3,0
0,8.6,1.5,9,0
0,8.8,1.9,13,0
0,8.8,0.3,39,0
0,9.1,-0.3,29,0
0,11.3,-1.8,6,0
0,13.2,-2.5,6,0
0,13.4,-2.7,0,0
0,13.9,-2.8,0,0
0,14.3,-2.8,0,0
0,15,-3,0,0
0,13.6,-3.7,1,0
0,13,-4.1,19,0
0,13.7,-4,100,0
0,13.1,-3.3,100,0
0,15.2,-3.2,100,0
0,13.1,-3.1,100,0
0,12.4,-2.9,100,0
0,14.8,-3,100,0
0,15.7,-2.9,100,0
0,16.5,-2.9,100,0
0,17.9,-3,100,0
0,17.3,-3,100,0
0,18.4,-2.9,100,0
0,19.4,-2.8,100,0
0,16.5,-2.5,100,0
0,16.9,-2.2,100,0
0.1,14.3,-1.6,100,0
0.2,10.3,-1.6,100,0
0.2,12.8,-1.2,100,0
0.1,13.3,-1,100,0
0.1,14.7,-0.9,100,0
0,16.1,-0.8,100,0.49
0,13.9,-0.6,100,0.63
0,12.6,-0.6,100,0.84
0.1,12.2,-0.4,100,0.7
0.1,11.3,-0.3,100,0.21
0.1,9.6,-0.2,100,0.14
0.1,10.9,0.2,100,0.21
0,13.8,0.1,100,0
0,16.4,0.4,100,0
0,18.4,0.6,100,0
0.1,20.8,0.6,100,0
0.1,20.8,0.4,100,0
0,19.3,0.4,100,0
0,18.9,0.4,100,0
0,17.4,0.6,100,0
0,17.5,0.8,100,0
0.5,14.7,1,100,0
0.2,17.5,1.4,100,0
0,19.7,1.8,100,0
0.2,20.9,2.2,100,0
0.1,19.2,2.3,100,0
1.2,16.7,2.5,100,0
1.2,16.5,2.8,100,0
0.8,14.4,3.2,100,0
0.2,16.1,3.7,100,0
0.1,19,4.2,100,0
0.1,19.5,4.5,100,0
0.2,19.4,4.7,100,0
0.4,19.7,4.8,100,0
0.3,18.8,5.2,100,0
0.2,21.2,5.5,100,0
0.2,20.8,5.4,100,0
0.2,21.5,5.7,100,0
0.2,22.5,5.8,100,0
0.2,23.6,5.8,100,0
0.1,23.1,6.1,100,0
0.1,23.6,6.1,100,0
0.1,23.9,6.2,100,0
0.2,27,6.2,100,0
0.3,23.5,6.3,100,0
0.4,27.2,6.3,100,0
0.3,22.9,6.3,100,0
0.3,24.4,6.4,100,0
0.4,23.9,6.7,100,0
0.2,21.5,6.2,100,0
0.2,23.6,6,100,0
0.2,25.4,5.8,100,0
0.3,22.3,5.6,100,0
0.2,22.2,5.2,100,0
0.1,23,4.8,100,0
0.1,21.8,4.7,100,0
0.1,23,4.6,100,0
0.1,22.7,4.4,100,0
0,21.9,4.4,100,0
0,21.2,4.4,100,0
0,19.2,4.7,100,0
0,18.6,4.6,100,0
0,18.5,4.7,100,0
0.1,18.9,4.8,100,0
0.1,19.5,4.6,100,0
0.1,19.1,4.5,100,0
0.1,17.2,4.4,100,0
0.1,17.8,4.3,100,0
0.1,18.5,4.4,100,0
0.1,17.3,4.5,100,0
0.1,15.8,4.5,100,0
0,15.9,4.7,100,0
0,16.9,5.4,97,0
0,15.6,5.3,86,0
0,13,4.7,100,0
0,12.7,4.6,100,0
0,11.8,4.1,100,0
0,13.9,4.1,100,0
0,14.7,4,100,0
0,15.3,3.3,100,0
0,16.8,3,98,0
0,16.4,2.7,100,0
0,18.4,2.5,100,0
0,18.8,2.5,100,0
0,19.8,3,100,0
0,19.4,3,100,0
0,20.9,3.2,90,0
0,18.8,2.8,99,0
0,17.3,2.6,100,0
0,15.9,2.5,100,0
0,15.1,2.6,85,0
0,16.9,2.8,41,0
0,17.1,4.2,60,0
0,17.5,5.2,97,0
0,18.3,5.6,75,0
0,18.5,6.6,100,0
0,23.7,6.8,100,0
0,23.9,6.7,100,0
0,23.6,6.7,100,0
0,24.7,6.7,100,0
0,24.3,6.9,100,0
0,23.6,7.2,100,0
0,22.7,7.3,100,0
0,20.8,7.2,100,0
0,20,7,100,0
0,21.4,6.9,100,0
0,23,6.9,100,0
0,23.6,6.9,98,0
0,24.3,6.9,100,0
0,22.6,7.2,100,0
1.4,23.5,7.1,100,0
0,26.2,7.9,100,0
0.8,25.2,8.1,100,0
0.2,26.6,8.4,100,0
0.8,27.4,8.4,100,0
0.6,27.7,8.2,100,0
0.2,26.1,7.8,100,0
0.2,25.9,8,100,0
0.8,27.5,7.8,93,0
0.9,25.1,8.1,100,0
2.2,25.6,7.7,100,0
2.3,25,7.1,100,0
3.1,20,4.7,100,0
0.9,22,4,100,0
0.5,24.1,3.2,100,0
1,19.7,1.9,100,0.21
0.4,20.2,1.5,100,0.07
0.2,17.2,1.5,100,0
0.1,21.3,1.2,95,0
0,18.3,0.8,100,0
0,19.1,0.5,100,0
0,18.4,0.3,100,0
0.1,20.7,0.5,100,0
0,18,0.6,100,0
0.1,22.3,0.4,98,0.21
0.1,21.1,0.4,100,0
0.1,18.2,0.3,100,0
0,18.6,0.3,98,0.07
0,17.3,0,94,0.07
0,15,-0.2,88,0
0,16.2,0.1,94,0
0,18.6,0.6,94,0
0,19,1.2,75,0.35
0,19.9,1.4,99,0.07
0.1,19.3,1.3,96,0.49
0.1,18,1.1,94,0.07
0.1,15.3,0.2,83,0.14
0,14.9,0.1,100,0.07
0,14.8,0.2,42,0.07
0,13.5,-0.9,62,0
0,12.8,-1.1,98,0
0,13.5,-0.9,100,0
0,14.6,-0.9,97,0
0,14.6,-1.3,100,0
0,12.9,-1.7,100,0
0,14.3,-0.9,100,0
0,15.2,-0.2,100,0
0,17.2,-0.1,100,0
0,15.5,0.2,100,0
0,17,0.4,100,0.07
0.1,18.8,0.7,100,0.07
0,19.3,0.9,100,0
0,20.2,1.1,100,0
0,18.8,1.4,100,0
0,19.8,1.7,100,0
0.1,19.6,1.9,100,0
0.1,19.4,2,100,0
0,20.9,2.4,100,0
0.1,19.7,2.2,100,0
0.1,20.8,2.4,100,0
0,22.6,2.5,100,0
0,23,2.3,100,0
0,22.5,2.6,100,0
0.4,22.9,2.8,100,0
0.7,23.2,3,100,0
0.5,24.5,3.2,100,0
0.6,24.2,3.2,100,0
0.3,25.2,3.3,100,0
0.9,24.1,3.3,100,0
1.1,25.3,3.6,100,0
0.9,25.1,4.2,100,0
0.6,24.7,4.2,100,0
0.8,18.2,3.6,100,0
0.4,20.4,3.6,100,0
0.5,18.4,2.9,100,0
0.3,16.9,2.7,100,0
0.4,16,2.1,100,0
0.3,20.7,1.6,100,0.07
0.2,17.8,1.6,100,0
0.1,17,1.5,100,0.21
0.1,17.8,1.2,99,0
0.1,17.1,1.2,100,0
0.1,16.5,0.7,99,0.07
0,16.2,0,100,0.14
0,16.3,-0.2,100,0.07
0,13.8,-0.6,100,0.14
0,17.9,-0.5,100,0.07
0,19.3,-0.6,100,0.07
0,20,-0.7,100,0.07
0,19.5,-0.9,93,0.07
0.1,11.8,-1.8,100,1.54
0,12,-1.5,100,0.77
0,10.6,-1.4,99,0.14
0,10.6,-1.8,97,0
0,11,-0.8,100,0.07
0,12.4,-0.9,97,0
0,11.1,-1.6,99,0
0,11.5,-1.8,100,0
0,12.7,-1.9,100,0
0,14.3,-1.8,100,0
0,13.8,-1.5,100,0
0,12.3,-1.1,100,0.28
0,9,-1.2,100,0.7
0,8,-0.7,100,0
0,15.8,0.3,100,0
0.1,14.3,1.3,91,0
0,17.7,0.8,95,0.56
0.1,20.3,0.3,94,0.7
0.1,19.7,0,99,0.35
0,17.9,-0.2,89,0.21
0,19.7,-0.3,85,0
0,19.3,-0.7,77,0.35
0,17.9,-0.9,65,1.19
0,16.4,-1.4,28,0
0,16.1,-1.6,34,0.28
0,14.3,-1.6,33,0
0,11.4,-2,52,0
0,12.6,-2,88,0
0,14.9,-0.6,98,0
0,14.1,-0.8,99,0
0,13.6,-0.8,99,0
0,13.4,-1,99,0
0,12.7,-1.1,100,0
0,12.9,-0.8,100,0
0,12.3,-0.8,100,0
0,10.8,-0.5,100,0
0,9.7,-0.1,100,0
0,6.5,0.2,100,0
0,4.7,0.6,100,0
0,2.8,0.7,100,0
0,3.8,0.8,100,0
0,3.7,0.7,100,0
0,3.6,0.3,100,0
0,5.4,0.5,100,0
0,6.7,0.8,100,0
0,10,1,100,0
0,11.8,0.9,100,0
0,11.9,0.9,100,0
0,11.5,0.9,100,0
0,11,0.9,100,0
0,11.4,0.9,100,0
0,11.4,0.9,100,0
0,10.6,0.9,98,0
0,10.5,0.9,100,0
0,9.1,1,100,0
0,8.4,1.2,100,0
0,7.5,1.2,100,0
0,7,1.4,100,0
0,7.4,1.5,100,0
0,7.1,1.5,100,0
0,6,1.9,100,0
0,5.2,2.3,100,0
0,5.8,3,100,0
0,2.8,2.8,100,0
0,4.7,3,100,0
0,3.6,2.6,100,0
0,3.9,2.3,100,0
0,3.4,2.4,100,0
0,3.4,2.5,100,0
0,3.1,2.7,100,0
0,1.9,2.9,100,0
0,1.8,3,100,0
0,2.2,3,100,0
0,1.6,3.1,100,0
0,1.2,3.3,100,0
0,0.9,3.5,100,0
0,0.8,3.2,100,0
0,1.2,3.2,100,0
0,2,3.2,100,0
0,1.6,3.3,100,0
0,1.1,3.4,100,0
0,1.5,3.5,100,0
0,2.5,3.5,100,0
0,2.8,3.7,100,0
0,3,4.3,100,0
0,3.4,6.3,100,0
0,2.9,6.5,100,0
0,3.5,6.9,100,0
0,5.9,6,100,0
0,4.8,5.7,100,0
0,2,4.8,100,0
0,3.3,4.6,100,0
0,3.7,4.3,98,0
0,4.1,4.1,100,0
0,5,4.3,100,0
0,6.9,4.6,100,0
0,7.8,4.2,100,0
0,8.6,3.7,86,0
0,9.1,3,31,0
0,9.6,2.2,31,0
0,9.8,2.8,6,0
0,8.5,2.6,41,0
0,8.5,2.5,100,0
0,8.3,2.5,99,0
0,5.2,2.8,99,0
0,3.3,1.9,95,0
0,2.8,1.8,100,0
0,4.7,2.5,96,0
0,6.2,4.3,95,0
0,6.9,6.3,99,0
0,6.4,7.9,98,0
0,6.1,8.2,100,0
0,6.1,7.2,100,0
0,5.2,5,97,0
0,6.4,3.5,76,0
0,4.5,3,80,0
0,4.5,2.6,58,0
0,5,2.7,16,0
0,3.6,2.8,8,0
0,1.9,3.5,8,0
0,3.2,2.7,8,0
0,3.1,2.7,4,0
0,2.2,2.9,2,0
0,1.5,3,0,0
0,1,3,0,0
0,1.1,2.8,1,0
0,1.5,2.5,0,0
0,1.7,2.5,0,0
0,1.8,2.2,0,0
0,2.2,1.9,0,0
0,2,1.6,0,0
0,2.1,2,0,0
0,2.9,3.9,0,0
0,4.8,6.1,0,0
0,4.6,7.2,0,0
0,4.7,7.2,0,0
0,3.6,5.8,0,0
0,3.5,3.3,0,0
0,3.9,0.9,0,0
0,5.2,0.4,0,0
0,5.1,0.6,0,0
0,5,0.6,0,0
0,5.2,0.6,0,0
0,6.2,0.9,0,0
0,6.4,0.9,0,0
0,6.4,0.4,0,0
0,5.9,-0.6,0,0
0,5.4,-1.3,0,0
0,6,-0.2,0,0
0,6.1,-0.4,0,0
0,6,-0.9,0,0
0,5.6,-1.3,6,0
0,5.6,-1.6,10,0
0,5.2,-2.2,25,0
0,4.7,-2.9,4,0
0,5.4,-2.9,25,0
0,7.1,-1.5,70,0
0,6,-1.4,76,0
0,6.1,-1.5,100,0
0,6.5,-1.8,100,0
0,5.9,-1.8,100,0
0,6.1,-2.1,100,0
0,6.3,-2.3,100,0
0,7.3,-2.2,100,0
0,7.5,-2.2,100,0
0,7.4,-2.3,100,0
0,8,-2.3,100,0
0,8.1,-2.2,100,0
0,8.4,-2.2,100,0
0,9,-2.2,100,0
0,9.8,-2,100,0
0,10.7,-2,100,0
0,11.2,-1.9,100,0
0,11.9,-1.9,100,0
0,11.4,-2,100,0
0,11.8,-1.9,100,0
0,13.6,-1.9,100,0
0,12.9,-2,100,0
0,13,-2,100,0
0,12.7,-2.2,100,0
0,14.1,-2.1,100,0
0,15.1,-2.1,100,0
0,14.4,-1.6,99,0
0,14.4,-1,95,0
0,13.2,-1.5,100,0
0,13.7,-1.4,100,0
0,14,-1.6,100,0
0,13.9,-1.9,100,0
0,14.1,-2,100,0
0,13.7,-2.2,100,0
0,13,-2.1,100,0
0,13.1,-2.2,100,0
0,13,-2.3,100,0
0,12.4,-2.2,100,0
0,11.2,-2.3,99,0
0,10.3,-2.5,100,0
0,10.1,-2.1,100,0
0,11,-2,95,0
0,11.2,-2,85,0
0,11.4,-2,100,0
0,12.1,-2.2,100,0
0,13.3,-2.3,100,0
0,13.9,-2.4,100,0
0,14.4,-2.2,100,0
0,14.8,-2,100,0
0,14.6,-1.8,100,0
0,15.5,-1,100,0
0,17.3,-0.6,74,0
0,18.1,-1.1,97,0
0,16.2,-1,54,0
0,16.5,-2.1,72,0
0,17.9,-2.8,85,0
0,20.4,-3.2,99,0
0,21.2,-3.2,100,0
0,21.3,-3,100,0
0,19.1,-2.8,100,0
0,20.3,-2.6,100,0
0,20,-2.2,100,0
0,21.4,-1.8,100,0
0,20.9,-1.6,100,0
0,22.3,-1.4,100,0
0,22.6,-1.2,100,0
0,23.3,-1.1,100,0
0,22.1,-0.9,100,0
0,23,-0.3,100,0
0,23.5,0.1,100,0
0,22.7,0.1,100,0
0,24,0.2,100,0
0,23.2,0.7,100,0
0,25,1.4,100,0
0,25.9,1.8,100,0
0,24.9,1.6,100,0
0,26.3,1.4,100,0
0,26.6,1.1,100,0
0,27.1,1,100,0
0,28.1,1.3,100,0
0,26.7,1.6,100,0
0,26.7,1.9,100,0
0,25,2.2,100,0
0,27.3,2.5,100,0
0.1,26.7,2.7,100,0
0.8,26.4,2.2,100,0
1.1,28.5,2.5,100,0
1.3,27.9,2.4,100,0
1.2,26.1,3.4,100,0
1.1,24.7,2.8,100,0
0.7,23.3,2,100,0
0.3,21.2,1.4,100,0
0.3,17.5,0.9,100,0
0.2,16.2,0.4,100,0.07
0.1,12.8,0.3,100,0.21
0.1,10.5,0.4,100,0.07
0.1,13.6,0.3,100,0
0,12.1,0.3,100,0
0,11.3,0.6,100,0
0,11.3,0.6,49,0
0,12.6,0.6,46,0.28
0,11,0,81,0.07
0,9.6,-1,72,0.14
0,9.4,-1.6,89,0
0,9.2,-1.9,98,0
0,9,-2.1,100,0
0,11.1,-1.8,100,0
0,12.1,-1.6,100,0
0,11.7,-1.8,100,0
0,12.4,-1.7,100,0
0,13.5,-1.7,100,0
0,13.6,-1.9,100,0
0,14.9,-1.8,100,0
0,15,-2.1,100,0
0,14.6,-2.3,100,0
0,14.1,-2.5,100,0
0,15.6,-2.5,100,0.21
0,16.5,-2.5,100,0
0,18.6,-2.6,100,0.35
0,19,-2.7,99,0.07
0,21.2,-2.5,78,0.21
0,23.4,-2.2,100,0.28
0,24.4,-2,100,0.07
0,26.9,-2.1,100,0.07
0,29.5,-1.6,99,0.14
0,26.1,-1.6,100,0.07
0,22,-2.1,100,0.21
0,17.8,-2.6,100,0.56
0,22.8,-2.7,99,0.28
0,21.6,-2.7,79,0.63
0,20.2,-3.1,66,0.84
0,16.2,-3.6,87,0.14
0,15.8,-4,57,0.98
0,13.4,-4.4,68,0.77
0,12,-4.7,82,0.42
0,10.6,-4.7,90,0.21
0,11.9,-3.5,100,0
0,10.3,-3.5,100,0
0,7.6,-3.8,100,0
0,5.9,-4.1,100,0
0,5.5,-4.2,100,0
0,6,-4.2,100,0
0,6.7,-4.1,100,0
0,8,-4.1,100,0
0,9.4,-3.7,100,0
0,9.6,-3.5,100,0
0,10.9,-3.2,100,0
0,11.9,-2.7,100,0
0,12.3,-2.6,100,0
0,11.7,-2.5,100,0
0,10.2,-2.5,100,0
0,10.7,-2.6,100,0.07
0,11.2,-2.7,100,0
0,11.4,-2.5,100,0
0,11.7,-2.5,100,0
0,11.2,-2.7,100,0
0,11,-3.2,100,0
0,9.5,-3.8,100,0
0,9.8,-4.4,100,0
0,11.2,-4.4,100,0
0,12.6,-4.2,100,0
0,12.7,-3.8,100,0
0,14.3,-3.5,100,0
0,15.4,-3.2,100,0
0,17.9,-3.3,100,0.07
0,18.3,-3.5,100,0.07
0,18,-3.7,100,0.14
0,19,-3.7,100,0.42
0,20.7,-3.3,100,0.56
0,24.4,-2.8,100,0.42
0,24.9,-2.5,100,0.35
0,22.2,-2,100,0.28
0.8,24.7,-1.6,100,0.21
1.3,23.7,-0.7,100,0
1.4,23.3,0.4,100,0
3.3,20,1.3,100,0
2.2,15.5,1.9,100,0
1.9,15.3,2.8,100,0
1.1,17.1,3.8,100,0
0.3,18.3,4.3,100,0
1.4,18,4.5,100,0
3.3,17.6,4.7,100,0
0.2,19,4.8,100,0
0.1,18.8,4.8,100,0
0.2,19.4,5.4,100,0
0.4,21.8,5.2,100,0
0.7,20.1,4.8,100,0
1,21.4,4.8,100,0
1,20.4,4.6,100,0
0.6,20.1,4.4,100,0
0.6,21.3,4.4,100,0
0.3,21.5,4.3,100,0
0.4,22.6,4.3,100,0
0.2,24.1,4.9,100,0
0,24.8,5.8,100,0
0,25,7.2,93,0
0,28.5,8.9,26,0
0,30.3,9.4,100,0
0,32.3,9.6,81,0
1.9,33.3,8.4,42,0
1.1,32.4,7.3,65,0
0.9,31.3,5.4,41,0
0,27.3,4.4,27,0
0,24.9,3.8,88,0
0,24.7,3,28,0
0,24.3,2.3,96,0
0,22.4,2,100,0
0,22,1.7,100,0
0.1,22,2.5,94,0
0.1,23.1,2,81,0.07
0,24.4,1.8,38,0.21
0.1,24.8,0.6,78,0.49
0,23.4,0.3,88,0
0,24.1,0.2,100,0.14
0,20.8,0.2,90,0.07
0,22.7,-0.1,87,0.07
0,20.8,0.1,91,0.07
0,21,0.4,84,0
0,20.7,0.7,99,0.14
0,22.3,0.6,100,0.07
0,20.5,1,100,0.63
0,24.9,-0.2,100,0.35
0,16.7,-0.5,98,0.49
0,18.1,-1,48,0.84
0,15.4,-1.7,100,0.21
0,16.1,-1.4,99,0.14
0,15.2,-1.9,100,0.91
0,15.6,-1.9,100,1.19
0,16.6,-1.5,100,0.14
0,18.3,-1,95,0.07
0,16.1,-1.2,100,0.21
0,16.9,-1.1,94,0.14
0,14.5,-1,85,0.14
0,16.3,-1.3,98,0.14
0,16.1,-1.1,79,0.21
0,15.3,-1.6,88,0.98
0,16.3,-1.6,95,0.42
0,16.4,-1.6,75,0.35
0,14.8,-2.2,100,0.14
0,15.2,-2.1,97,0.56
0,17.5,-1.3,71,0.21
0,18.1,-1.1,92,0.07
0,20.5,-0.6,99,0.07
0,18,-0.4,99,0.07
0,16.9,-0.3,100,0
0,13.1,-0.6,89,0
0,12.8,-1,100,0
0,13.7,-1.4,100,0
0,13.7,-1.4,99,0
0,13,-1.9,100,0
0,13.1,-1.3,100,0
0,13.1,-1.1,100,0.07
0,12,-1.1,100,0.14
0,12.7,-1.2,100,0.21
0,9.6,-1.4,100,0.98
0,9.4,-1.5,100,1.12
0,9.8,-1.3,100,0.56
0,12.6,-0.8,100,0.07
0.3,15,0.2,100,0.14
0.5,13.7,0.6,100,0.14
0.3,12.7,0.8,100,0
0.3,9,0.8,100,0.07
0.2,2.8,0.4,100,0.49
0.1,0.9,0.2,100,0.77
0,5.7,0.5,100,0.98
0,6.4,0.4,100,0.42
0,7.9,0.4,100,0.28
0,8.2,0.1,100,0.63
0,18.9,-1.4,100,1.47
0,21.6,-1.9,100,1.82
0,22.6,-2.2,100,2.17
